,abv,ibu,beer_name,style,ounces,brewery_name,city,state
1106,0.05,50.0,Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0,Joseph James Brewing Company,Henderson, NV
1107,0.093,90.0,Hop Box Imperial IPA,American Double / Imperial IPA,12.0,Joseph James Brewing Company,Henderson, NV
1108,0.052,15.0,Joseph James American Lager,American Adjunct Lager,12.0,Joseph James Brewing Company,Henderson, NV
1109,0.071,67.63455149501661,Sucha Much IPA,American IPA,12.0,Kalona Brewing Company,Kalona, IA
1110,0.075,24.0,Lewbricator Wheat Dopplebock ,Doppelbock,12.0,Kalona Brewing Company,Kalona, IA
1111,0.052,16.0,Weisse Versa (2012),Hefeweizen,12.0,Karbach Brewing Company,Houston, TX
1112,0.0579999999999999,25.0,Mother in Lager,Munich Dunkel Lager,12.0,Karbach Brewing Company,Houston, TX
1113,0.055,40.0,Weekend Warrior Pale Ale,American Pale Ale (APA),12.0,Karbach Brewing Company,Houston, TX
1114,0.055,25.0,Karbachtoberfest,Märzen / Oktoberfest,12.0,Karbach Brewing Company,Houston, TX
1115,0.047,20.0,Love Street Summer Seasonal (2014),Kölsch,12.0,Karbach Brewing Company,Houston, TX
1116,0.066,20.0,Barn Burner Saison,Saison / Farmhouse Ale,12.0,Karbach Brewing Company,Houston, TX
1117,0.095,85.0,Rodeo Clown Double IPA,American Double / Imperial IPA,12.0,Karbach Brewing Company,Houston, TX
1118,0.049,45.0,Sympathy for the Lager,American Amber / Red Lager,12.0,Karbach Brewing Company,Houston, TX
1119,0.052,15.0,Weisse Versa,Hefeweizen,12.0,Karbach Brewing Company,Houston, TX
1120,0.066,70.0,Hopadillo India Pale Ale,American IPA,12.0,Karbach Brewing Company,Houston, TX
1121,0.057,19.0,KelSo Nut Brown Lager,Euro Dark Lager,12.0,KelSo Beer Company,Brooklyn, NY
1122,0.06,64.0,KelSo India Pale Ale,American IPA,12.0,KelSo Beer Company,Brooklyn, NY
1123,0.055,23.0,KelSo Pilsner,Czech Pilsener,12.0,KelSo Beer Company,Brooklyn, NY
1124,0.0579999999999999,26.90909090909091,Skilak Scottish Ale,Scottish Ale,12.0,Kenai River Brewing Company,Soldotna, AK
1125,0.05,15.0,Peninsula Brewers Reserve (PBR),American Blonde Ale,12.0,Kenai River Brewing Company,Soldotna, AK
1126,0.068,67.63455149501661,Sunken Island IPA,American IPA,12.0,Kenai River Brewing Company,Soldotna, AK
1127,0.0579999999999999,26.90909090909091,Skilak Scottish Ale (2011),Scottish Ale,12.0,Kenai River Brewing Company,Soldotna, AK
1128,0.065,11.0,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16.0,Kettle House Brewing Company,Missoula, MT
1129,0.065,65.0,Double Haul IPA (2009),American IPA,16.0,Kettle House Brewing Company,Missoula, MT
1130,0.065,65.0,Double Haul IPA (2006),American IPA,16.0,Kettle House Brewing Company,Missoula, MT
1131,0.055,50.0,Eddy Out Pale Ale,American Pale Ale (APA),16.0,Kettle House Brewing Company,Missoula, MT
1132,0.065,65.0,Double Haul IPA,American IPA,16.0,Kettle House Brewing Company,Missoula, MT
1133,0.065,11.0,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0,Kettle House Brewing Company,Missoula, MT
1134,0.051,36.298701298701296,Amber Ale,American Amber / Red Ale,12.0,King Street Brewing Company,Anchorage, AK
1135,0.055,33.8125,King Street Pilsner,Czech Pilsener,12.0,King Street Brewing Company,Anchorage, AK
1136,0.06,70.0,King Street IPA,American IPA,12.0,King Street Brewing Company,Anchorage, AK
1137,0.057,10.0,King Street Hefeweizen,Hefeweizen,12.0,King Street Brewing Company,Anchorage, AK
1138,0.049,20.983606557377048,King Street Blonde Ale,American Blonde Ale,12.0,King Street Brewing Company,Anchorage, AK
1139,0.063,65.0,India Pale Ale,American IPA,16.0,Kirkwood Station Brewing Company,Kirkwood, MO
1140,0.048,11.0,Blackberry Wheat,American Pale Wheat Ale,16.0,Kirkwood Station Brewing Company,Kirkwood, MO
1141,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,24.0,Kona Brewing Company,Kona, HI
1142,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,16.0,Kona Brewing Company,Kona, HI
1143,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,12.0,Kona Brewing Company,Kona, HI
1144,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,12.0,Kona Brewing Company,Kona, HI
1145,0.04,9.0,Choc Beer (2003),American Dark Wheat Ale,12.0,Krebs Brewing Company (Pete's Pl...,Krebs, OK
1146,0.08,72.0,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16.0,Kulshan Brewery,Bellingham, WA
1147,0.054,15.0,A Slice of Hefen,Hefeweizen,16.0,La Cumbre Brewing Company,Albuquerque, NM
1148,0.072,100.0,Elevated IPA,American IPA,16.0,La Cumbre Brewing Company,Albuquerque, NM
1149,0.066,30.0,Rumspringa Golden Bock,Maibock / Helles Bock,12.0,Lancaster Brewing Company,Lancaster, PA
1150,0.048,28.0,Lancaster German Style Kölsch,Kölsch,12.0,Lancaster Brewing Company,Lancaster, PA
1151,0.045,17.59259259259259,Beach Cruiser,Hefeweizen,12.0,Latitude 42 Brewing Company,Portage, MI
1152,0.068,67.63455149501661,I.P. Eh!,American IPA,12.0,Latitude 42 Brewing Company,Portage, MI
1153,0.05,36.298701298701296,Schoolhouse Honey,American Amber / Red Ale,12.0,Latitude 42 Brewing Company,Portage, MI
1154,0.055,23.2,10 Degrees of Separation,English Brown Ale,12.0,Latitude 42 Brewing Company,Portage, MI
1155,0.05,12.0,Laughing Dog Cream Ale,Cream Ale,12.0,Laughing Dog Brewing Company,Ponderay, ID
1156,0.048,9.0,Two-One Niner,American Pilsner,12.0,Laughing Dog Brewing Company,Ponderay, ID
1157,0.064,66.0,Laughing Dog IPA,American IPA,12.0,Laughing Dog Brewing Company,Ponderay, ID
1158,0.064,95.0,Madra Allta,American IPA,12.0,Lavery Brewing Company,Erie, PA
1159,0.0559999999999999,70.0,Duluchan India Pale Ale,American IPA,12.0,Lavery Brewing Company,Erie, PA
1160,0.05,33.8125,Lazy Monk Bohemian Pilsner,Czech Pilsener,16.0,Lazy Monk Brewing,Eau Claire, WI
1161,0.051,21.77777777777778,Yellowstone Golden Ale,Kölsch,12.0,Lewis and Clark Brewing Company,Helena, MT
1162,0.057,67.63455149501661,Tumbleweed IPA,American IPA,12.0,Lewis and Clark Brewing Company,Helena, MT
1163,0.05,36.298701298701296,Lewis & Clark Amber Ale,American Amber / Red Ale,12.0,Lewis and Clark Brewing Company,Helena, MT
1164,0.05,17.59259259259259,Miner's Gold Hefeweizen,Hefeweizen,12.0,Lewis and Clark Brewing Company,Helena, MT
1165,0.057,26.90909090909091,Back Country Scottish Ale,Scottish Ale,12.0,Lewis and Clark Brewing Company,Helena, MT
1166,0.052,30.0,Getaway,German Pilsener,16.0,Lift Bridge Brewing Company,Stillwater, MN
1167,0.06,30.0,Farm Girl Saison,Saison / Farmhouse Ale,16.0,Lift Bridge Brewing Company,Stillwater, MN
1168,0.0579999999999999,40.0,Adam's Stout,American Stout,12.0,Liquid Hero Brewery,York, PA
1169,0.057,42.0,American Hero,American Amber / Red Ale,12.0,Liquid Hero Brewery,York, PA
1170,0.052,20.0,Schweet Ale,Fruit / Vegetable Beer,12.0,Liquid Hero Brewery,York, PA
1171,0.065,75.0,Irregardless IPA,American IPA,12.0,Liquid Hero Brewery,York, PA
1172,0.057,40.0,Peach Pale Ale,American Pale Ale (APA),12.0,Lone Tree Brewing Company,Lone Tree, CO
1173,0.06,31.923076923076923,Deadeye Jack,American Porter,12.0,Lonerider Brewing Company,Raleigh, NC
1174,0.075,41.3125,Pistols at Dawn,American Stout,16.0,Lonerider Brewing Company,Raleigh, NC
1175,0.057,47.0,Peacemaker Pale Ale,American Pale Ale (APA),12.0,Lonerider Brewing Company,Raleigh, NC
1176,0.0579999999999999,11.0,Shotgun Betty,Hefeweizen,12.0,Lonerider Brewing Company,Raleigh, NC
1177,0.061,30.0,Sweet Josie,American Brown Ale,12.0,Lonerider Brewing Company,Raleigh, NC
1178,0.059,42.0,Long Trail IPA,English India Pale Ale (IPA),12.0,Long Trail Brewing Company,Bridgewater Corners, VT
1179,0.046,30.0,Long Trail Ale,American Amber / Red Ale,12.0,Long Trail Brewing Company,Bridgewater Corners, VT
1180,0.072,33.0,Double Bag,Altbier,16.0,Long Trail Brewing Company,Bridgewater Corners, VT
1181,0.04,8.0,Blackbeary Wheat,Fruit / Vegetable Beer,12.0,Long Trail Brewing Company,Bridgewater Corners, VT
1182,0.046,30.0,Long Trail Ale (1),Altbier,12.0,Long Trail Brewing Company,Bridgewater Corners, VT
1183,0.046,8.0,Gose,Gose,16.0,Lost Nation Brewing,East Fairfield, VT
1184,0.048,20.0,Vermont Pilsner,German Pilsener,16.0,Lost Nation Brewing,East Fairfield, VT
1185,0.055,67.63455149501661,Mosaic Single Hop IPA,American IPA,16.0,Lost Nation Brewing,East Fairfield, VT
1186,0.045,67.63455149501661,Lost Galaxy,American IPA,16.0,Lost Nation Brewing,East Fairfield, VT
1187,0.062,65.0,Face Plant IPA,American IPA,12.0,Lost Rhino Brewing Company,Ashburn, VA
1188,0.0559999999999999,55.0,Rhino Chasers Pilsner,Czech Pilsener,12.0,Lost Rhino Brewing Company,Ashburn, VA
1189,0.052,29.0,Slow Hand Stout,American Stout,16.0,Lucette Brewing Company,Menominee, WI
1190,0.062,17.59259259259259,Hips Don't Lie,Hefeweizen,16.0,Lucette Brewing Company,Menominie, WI
1191,0.052,44.94117647058823,Ride Again Pale Ale,American Pale Ale (APA),16.0,Lucette Brewing Company,Menominie, WI
1192,0.048,20.983606557377048,The Farmer's Daughter,American Blonde Ale,16.0,Lucette Brewing Company,Menominie, WI
1193,0.038,18.0,Pub Ale,English Dark Mild Ale,12.0,Lucky Town Brewing Company,Jackson, MS
1194,0.051,31.0,Ballistic Blonde,Belgian Pale Ale,12.0,Lucky Town Brewing Company,Jackson, MS
1195,0.054,44.94117647058823,Knotty Pine,American Pale Ale (APA),12.0,Lumberyard Brewing Company,Flagstaff, AZ
1196,0.053,20.0,Lumberyard Pilsner,American Pilsner,12.0,Lumberyard Brewing Company,Flagstaff, AZ
1197,0.061,67.63455149501661,Lumberyard IPA,American IPA,12.0,Lumberyard Brewing Company,Flagstaff, AZ
1198,0.0579999999999999,36.298701298701296,Lumberyard Red Ale,American Amber / Red Ale,12.0,Lumberyard Brewing Company,Flagstaff, AZ
1199,0.05,44.94117647058823,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12.0,MacTarnahans Brewing Company,Portland, OR
1200,0.051,32.0,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12.0,MacTarnahans Brewing Company,Portland, OR
1201,0.05,44.94117647058823,Macon Progress Ale,American Pale Ale (APA),12.0,Macon Beer Company,Macon, GA
1202,0.055,29.894736842105264,Macon History Ale,American Brown Ale,12.0,Macon Beer Company,Macon, GA
1203,0.099,93.32,Galaxy High,American Double / Imperial IPA,12.0,Madtree Brewing Company,Cincinnati, OH
1204,0.043,18.0,Sol Drifter,American Blonde Ale,12.0,Madtree Brewing Company,Cincinnati, OH
1205,0.085,24.625,Thunder Snow,Winter Warmer,12.0,Madtree Brewing Company,Cincinnati, OH
1206,0.079,18.0,The Great Pumpcan,Fruit / Vegetable Beer,16.0,Madtree Brewing Company,Cincinnati, OH
1207,0.047,11.0,LIFT,Kölsch,12.0,Madtree Brewing Company,Cincinnati, OH
1208,0.05,40.0,SPRYE,American Pale Ale (APA),12.0,Madtree Brewing Company,Cincinnati, OH
1209,0.069,70.0,Psychopathy,American IPA,12.0,Madtree Brewing Company,Cincinnati, OH
1210,0.07,32.0,Gnarly Brown,American Brown Ale,12.0,Madtree Brewing Company,Cincinnati, OH
1211,0.06,30.0,Happy Amber,American Amber / Red Ale,12.0,Madtree Brewing Company,Cincinnati, OH
1212,0.051,20.0,#9,Fruit / Vegetable Beer,16.0,Magic Hat Brewing Company,South Burlington, VT
1213,0.055,13.0,Elder Betty,Hefeweizen,12.0,Magic Hat Brewing Company,South Burlington, VT
1214,0.051,20.0,#9,Fruit / Vegetable Beer,12.0,Magic Hat Brewing Company,South Burlington, VT
1215,0.042,34.1764705882353,High Country Pilsner (Current),German Pilsener,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
1216,0.065,67.63455149501661,Epic IPA,American IPA,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
1217,0.042,34.1764705882353,Golden Trout Pilsner,German Pilsener,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
1218,0.045,36.298701298701296,Real McCoy Amber Ale (Current),American Amber / Red Ale,12.0,Mammoth Brewing Company,Mammoth Lakes, CA
1219,0.072,24.625,Festivus (1),Winter Warmer,12.0,Manayunk Brewing Company,Philadelphia, PA
1220,0.067,22.904761904761905,Manayunk Oktoberfest,Märzen / Oktoberfest,12.0,Manayunk Brewing Company,Philadelphia, PA
1221,0.045,21.0,Belgian Style Session Ale,Belgian Pale Ale,12.0,Manayunk Brewing Company,Philadelphia, PA
1222,0.055,67.63455149501661,Manayunk IPA,American IPA,12.0,Manayunk Brewing Company,Philadelphia, PA
1223,0.055,24.818181818181817,Yunkin' Punkin',Pumpkin Ale,12.0,Manayunk Brewing Company,Philadelphia, PA
1224,0.05,18.0,Summer Paradise,American Pale Wheat Ale,12.0,Manayunk Brewing Company,Philadelphia, PA
1225,0.09,30.0,Monk from the 'Yunk,Tripel,12.0,Manayunk Brewing Company,Philadelphia, PA
1226,0.06,14.0,Schuylkill Punch,Fruit / Vegetable Beer,12.0,Manayunk Brewing Company,Philadelphia, PA
1227,0.085,85.0,Dreamin' Double IPA,American Double / Imperial IPA,12.0,Manayunk Brewing Company,Philadelphia, PA
1228,0.099,93.0,Chaotic Double IPA,American Double / Imperial IPA,12.0,Manzanita Brewing Company,Santee, CA
1229,0.08,88.0,Manzanita IPA,American IPA,12.0,Manzanita Brewing Company,Santee, CA
1230,0.06,25.0,Riverwalk Blonde Ale,American Blonde Ale,12.0,Manzanita Brewing Company,Santee, CA
1231,0.095,49.0,Gillespie Brown Ale,American Brown Ale,12.0,Manzanita Brewing Company,Santee, CA
1232,0.066,44.0,Manzanita Pale Ale,American Pale Ale (APA),12.0,Manzanita Brewing Company,Santee, CA
1233,0.047,34.1764705882353,Marble Pilsner,German Pilsener,12.0,Marble Brewery,Albuquerque, NM
1234,0.062,67.63455149501661,Marble India Pale Ale,American IPA,12.0,Marble Brewery,Albuquerque, NM
1235,0.072,67.63455149501661,Toughcats IPA,American IPA,16.0,Marshall Wharf Brewing Company,Belfast, ME
1236,0.05,44.94117647058823,Tug Pale Ale,American Pale Ale (APA),16.0,Marshall Wharf Brewing Company,Belfast, ME
1237,0.099,86.5,Sexy Chaos,Russian Imperial Stout,16.0,Marshall Wharf Brewing Company,Belfast, ME
1238,0.063,44.94117647058823,Ace Hole American Pale Ale,American Pale Ale (APA),16.0,Marshall Wharf Brewing Company,Belfast, ME
1239,0.0969999999999999,93.32,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,16.0,Marshall Wharf Brewing Company,Belfast, ME
1240,0.05,20.0,River House,Saison / Farmhouse Ale,16.0,Martin House Brewing Company,Fort Worth, TX
1241,0.065,47.0,Pretzel Stout,American Stout,16.0,Martin House Brewing Company,Fort Worth, TX
1242,0.05,35.0,Rubberneck Red,American Amber / Red Ale,16.0,Martin House Brewing Company,Fort Worth, TX
1243,0.08,93.32,The Imperial Texan,American Double / Imperial IPA,16.0,Martin House Brewing Company,Fort Worth, TX
1244,0.08,93.32,The Imperial Texan,American Double / Imperial IPA,12.0,Martin House Brewing Company,Fort Worth, TX
1245,0.05,52.0,Day Break 4-Grain Breakfast Beer,Rye Beer,16.0,Martin House Brewing Company,Fort Worth, TX
1246,0.05,28.39130434782609,River House Saison,Saison / Farmhouse Ale,12.0,Martin House Brewing Company,Fort Worth, TX
1247,0.065,41.3125,There Will Be Stout,American Stout,12.0,Martin House Brewing Company,Fort Worth, TX
1248,0.065,60.0,Our Legacy IPA,American IPA,12.0,Matt Brewing Company,Utica, NY
1249,0.042,40.912020006176114,Saranac Shandy,Shandy,12.0,Matt Brewing Company,Utica, NY
1250,0.065,60.0,Our Legacy IPA,American IPA,16.0,Matt Brewing Company,Utica, NY
1251,0.051,34.1764705882353,Saranac Golden Pilsener (2003),German Pilsener,12.0,Matt Brewing Company,Utica, NY
1252,0.045,11.666666666666666,Saranac Adirondack Light (2002),Light Lager,12.0,Matt Brewing Company,Utica, NY
1253,0.045,11.666666666666666,DAX Light (1998),Light Lager,12.0,Matt Brewing Company,Utica, NY
1254,0.048,26.75,Saranac Traditional Lager (2000),American Pale Lager,12.0,Matt Brewing Company,Utica, NY
1255,0.047,14.2,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12.0,Matt Brewing Company,Utica, NY
1256,0.05,12.0,Blueberry Blonde Ale,American Blonde Ale,12.0,Matt Brewing Company,Utica, NY
1257,0.06,67.63455149501661,Saranac White IPA,American IPA,12.0,Matt Brewing Company,Utica, NY
1258,0.047,20.688524590163933,Saranac Summer Ale (2011),American Pale Wheat Ale,12.0,Matt Brewing Company,Utica, NY
1259,0.055,31.4,Saranac Pale Ale (12 oz.),English Pale Ale,12.0,Matt Brewing Company,Utica, NY
1260,0.055,31.4,Saranac Pale Ale (16 oz.),English Pale Ale,16.0,Matt Brewing Company,Utica, NY
1261,0.051,20.0,Lahaina Town Brown,American Brown Ale,12.0,Maui Brewing Company,Lahaina, HI
1262,0.055,33.8125,Pau Hana Pilsner,Czech Pilsener,12.0,Maui Brewing Company,Lahaina, HI
1263,0.05,28.39130434782609,Lemongrass Saison,Saison / Farmhouse Ale,12.0,Maui Brewing Company,Lahaina, HI
1264,0.07,72.0,Aloha B’ak’tun,Belgian Strong Dark Ale,12.0,Maui Brewing Company,Lahaina, HI
1265,0.0819999999999999,14.2,Liquid Breadfruit,Fruit / Vegetable Beer,12.0,Maui Brewing Company,Lahaina, HI
1266,0.06,24.0,Sobrehumano Palena'ole,American Amber / Red Ale,12.0,Maui Brewing Company,Lahaina, HI
1267,0.05,12.0,La Perouse White,Witbier,12.0,Maui Brewing Company,Lahaina, HI
1268,0.068,68.0,Flyin' HI.P.Hay,American IPA,12.0,Maui Brewing Company,Lahaina, HI
1269,0.055,15.0,Mana Wheat,American Pale Wheat Ale,12.0,Maui Brewing Company,Lahaina, HI
1270,0.045,18.0,Bikini Blonde Lager,Munich Helles Lager,12.0,Maui Brewing Company,Lahaina, HI
1271,0.057,30.0,CoCoNut Porter,American Porter,12.0,Maui Brewing Company,Lahaina, HI
1272,0.062,65.0,Big Swell IPA,American IPA,12.0,Maui Brewing Company,Lahaina, HI
1273,0.037,34.0,Pit Stop Chocolate Porter,American Porter,12.0,Mavericks Beer Company,Half Moon Bay, CA
1274,0.037,21.0,Pace Setter Belgian Style Wit,Witbier,12.0,Mavericks Beer Company,Half Moon Bay, CA
1275,0.037,53.0,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12.0,Mavericks Beer Company,Half Moon Bay, CA
1276,0.069,40.912020006176114,Bushwhacker Cider,Cider,16.0,Meckley's Cidery,Somerset Center, MI
1277,0.069,40.912020006176114,Weim-R-Iner,Cider,16.0,Meckley's Cidery,Somerset Center, MI
1278,0.069,40.912020006176114,Cherry Bomb,Cider,16.0,Meckley's Cidery,Somerset Center, MI
1279,0.072,75.0,Tsunami IPA,American IPA,19.2,Mehana Brewing Co.,Hilo, HI
1280,0.072,75.0,Tsunami IPA,American IPA,12.0,Mehana Brewing Co.,Hilo, HI
1281,0.042,22.0,Humpback Blonde Ale,American Blonde Ale,12.0,Mehana Brewing Co.,Hilo, HI
1282,0.052,27.0,Hawaiian Crow Porter,American Porter,12.0,Mehana Brewing Co.,Hilo, HI
1283,0.052,23.0,Volcano Red Ale,American Amber / Red Ale,12.0,Mehana Brewing Co.,Hilo, HI
1284,0.054,42.0,Mauna Kea Pale Ale,American Pale Ale (APA),12.0,Mehana Brewing Co.,Hilo, HI
1285,0.053,11.0,Shark Bait,Fruit / Vegetable Beer,12.0,Miami Brewing Company,Miami, FL
1286,0.053,30.0,Gator Tail Brown Ale,American Brown Ale,12.0,Miami Brewing Company,Miami, FL
1287,0.071,62.0,Miami Vice IPA,American IPA,12.0,Miami Brewing Company,Miami, FL
1288,0.053,16.0,Big Rod Coconut Ale,American Blonde Ale,12.0,Miami Brewing Company,Miami, FL
1289,0.0559999999999999,36.298701298701296,Mickey Finn's Amber Ale,American Amber / Red Ale,12.0,Mickey Finn's Brewery,Libertyville, IL
1290,0.063,61.0,Pleasure Town,American IPA,12.0,Midnight Sun Brewing Company,Anchorage, AK
1291,0.063,61.0,Pleasure Town IPA,American IPA,12.0,Midnight Sun Brewing Company,Anchorage, AK
1292,0.048,12.0,Snowshoe White Ale,Witbier,12.0,Midnight Sun Brewing Company,Anchorage, AK
1293,0.05,24.0,Kodiak Brown Ale,American Brown Ale,12.0,Midnight Sun Brewing Company,Anchorage, AK
1294,0.057,70.0,Sockeye Red IPA,American IPA,12.0,Midnight Sun Brewing Company,Anchorage, AK
1295,0.08,100.0,Habitus (2014),American Double / Imperial IPA,16.0,Mike Hess Brewing Company,San Diego, CA
1296,0.075,85.0,Solis,American IPA,16.0,Mike Hess Brewing Company,San Diego, CA
1297,0.06,24.0,Jucundus,Wheat Ale,16.0,Mike Hess Brewing Company,San Diego, CA
1298,0.08,100.0,Habitus,American Double / Imperial IPA,16.0,Mike Hess Brewing Company,San Diego, CA
1299,0.063,30.0,Grazias,Cream Ale,16.0,Mike Hess Brewing Company,San Diego, CA
1300,0.0579999999999999,28.0,Claritas,Kölsch,16.0,Mike Hess Brewing Company,San Diego, CA
1301,0.083,93.32,Vinyl Frontier,American Double / Imperial IPA,24.0,Mikerphone Brewing,Chicago, IL
1302,0.08,67.63455149501661,Disco Superfly,American IPA,24.0,Mikerphone Brewing,Chicago, IL
1303,0.075,67.63455149501661,Misty Mountain Hop,American IPA,24.0,Mikerphone Brewing,Chicago, IL
1304,0.075,57.0,One-Hit Wonderful,Belgian IPA,24.0,Mikerphone Brewing,Chicago, IL
1305,0.065,28.39130434782609,En Parfaite Harmonie,Saison / Farmhouse Ale,24.0,Mikerphone Brewing,Chicago, IL
1306,0.043,8.0,Daft Funk,Berliner Weissbier,24.0,Mikerphone Brewing,Chicago, IL
1307,0.075,67.63455149501661,Love In An Ellavator,American IPA,24.0,Mikerphone Brewing,Chicago, IL
1308,0.053,44.94117647058823,Spin Doctor,American Pale Ale (APA),24.0,Mikerphone Brewing,Chicago, IL
1309,0.05,23.285714285714285,Keeper (Current),American Pilsner,12.0,Mikkeller,Pottstown, PA
1310,0.068,67.63455149501661,Better Half,American IPA,12.0,Mikkeller,Pottstown, PA
1311,0.048,16.208333333333332,SNO White Ale,Witbier,16.0,MillKing It Productions,Royal Oak, MI
1312,0.048,28.0,BRIK Irish Red Ale,Irish Red Ale,16.0,MillKing It Productions,Royal Oak, MI
1313,0.087,80.0,Hop Freak,American Double / Imperial IPA,16.0,Milwaukee Brewing Company,Milwaukee, WI
1314,0.051,24.0,Louie's Demise Amber Ale,American Amber / Red Ale,16.0,Milwaukee Brewing Company,Milwaukee, WI
1315,0.075,51.0,Hop Happy,American IPA,16.0,Milwaukee Brewing Company,Milwaukee, WI
1316,0.065,20.0,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16.0,Milwaukee Brewing Company,Milwaukee, WI
1317,0.092,16.208333333333332,O-Gii,Witbier,16.0,Milwaukee Brewing Company,Milwaukee, WI
1318,0.048,18.0,Flaming Damsel Lager (2010),Vienna Lager,16.0,Milwaukee Brewing Company,Milwaukee, WI
1319,0.051,24.0,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16.0,Milwaukee Brewing Company,Milwaukee, WI
1320,0.099,40.912020006176114,Axe Head Malt Liquor,American Malt Liquor,24.0,Minhas Craft Brewery,Monroe, WI
1321,0.054,25.0,Huber Bock (2014),Bock,16.0,Minhas Craft Brewery,Monroe, WI
1322,0.04,11.666666666666666,Minhas Light (2012),Light Lager,12.0,Minhas Craft Brewery,Monroe, WI
1323,0.05,26.75,Huber,American Pale Lager,12.0,Minhas Craft Brewery,Monroe, WI
1324,0.062,26.75,Clear Creek Ice,American Pale Lager,16.0,Minhas Craft Brewery,Monroe, WI
1325,0.062,26.75,Clear Creek Ice,American Pale Lager,12.0,Minhas Craft Brewery,Monroe, WI
1326,0.055,26.75,Mountain Crest,American Pale Lager,16.0,Minhas Craft Brewery,Monroe, WI
1327,0.055,26.75,Mountain Crest,American Pale Lager,12.0,Minhas Craft Brewery,Monroe, WI
1328,0.055,26.75,Mountain Creek (2013),American Pale Lager,12.0,Minhas Craft Brewery,Monroe, WI
1329,0.05,11.0,Boxer,American Adjunct Lager,24.0,Minhas Craft Brewery,Monroe, WI
1330,0.042,11.666666666666666,Boxer Light,Light Lager,12.0,Minhas Craft Brewery,Monroe, WI
1331,0.055,11.0,Boxer Ice,American Adjunct Lager,12.0,Minhas Craft Brewery,Monroe, WI
1332,0.05,11.0,Boxer,American Adjunct Lager,12.0,Minhas Craft Brewery,Monroe, WI
1333,0.05,23.875,Cortez Gold,Belgian Pale Ale,32.0,Mission Brewery,San Diego, CA
1334,0.068,66.0,Mission IPA,American IPA,32.0,Mission Brewery,San Diego, CA
1335,0.048,44.0,El Conquistador Extra Pale Ale,American Pale Ale (APA),32.0,Mission Brewery,San Diego, CA
1336,0.092,75.0,Shipwrecked Double IPA,American Double / Imperial IPA,32.0,Mission Brewery,San Diego, CA
1337,0.04,29.894736842105264,Squeaky Bike Nut Brown Ale,American Brown Ale,16.0,Moab Brewery,Moab, UT
1338,0.04,20.688524590163933,Dead Horse Amber,American Pale Wheat Ale,16.0,Moab Brewery,Moab, UT
1339,0.04,41.0,Rocket Bike American Lager,California Common / Steam Beer,16.0,Moab Brewery,Moab, UT
1340,0.04,67.63455149501661,Johnny's American IPA,American IPA,16.0,Moab Brewery,Moab, UT
1341,0.055,23.2,Boneshaker Brown Ale,English Brown Ale,24.0,Moat Mountain Smoke House & Brew...,North Conway, NH
1342,0.0559999999999999,44.94117647058823,Iron Mike Pale Ale,American Pale Ale (APA),24.0,Moat Mountain Smoke House & Brew...,North Conway, NH
1343,0.042,44.94117647058823,Monkadelic,American Pale Ale (APA),12.0,Modern Monks Brewery,Lincoln, NE
1344,0.075,85.0,City of the Sun,American IPA,16.0,Modern Times Beer,San Diego, CA
1345,0.068,75.0,Booming Rollers,American IPA,16.0,Modern Times Beer,San Diego, CA
1346,0.052,50.0,Oneida,American Pale Ale (APA),16.0,Modern Times Beer,San Diego, CA
1347,0.067,75.0,Aurora ,American Amber / Red Ale,16.0,Modern Times Beer,San Diego, CA
1348,0.055,30.0,Lomaland,Saison / Farmhouse Ale,16.0,Modern Times Beer,San Diego, CA
1349,0.047,46.0,Fortunate Islands,American Pale Wheat Ale,16.0,Modern Times Beer,San Diego, CA
1350,0.0579999999999999,40.0,Black House,American Stout,16.0,Modern Times Beer,San Diego, CA
1351,0.065,115.0,Blazing World,American Amber / Red Ale,16.0,Modern Times Beer,San Diego, CA
1352,0.05,36.298701298701296,Wapiti Amber Ale,American Amber / Red Ale,12.0,Mogollon Brewing Company,Flagstaff, AZ
1353,0.054,29.894736842105264,Sweet Georgia Brown,American Brown Ale,16.0,Monkey Paw Pub & Brewery,San Diego, CA
1354,0.087,93.32,Rich Man's IIPA,American Double / Imperial IPA,16.0,Monkey Paw Pub & Brewery,San Diego, CA
